spørsmål,svar,kommunenavn
Hva er retningslinjene angående eksisterende baldakiner i bykjernen i henhold til kontekstinformasjonen?,Eksisterende baldakiner i bykjernen anses som et fremmedelement i forhold til bygningsfasader og skal ikke legges til grunn ved utforming av nybygg. Ved endring av eksisterende bygg bør de gis en bedre funksjon og estetisk løsning med integrering i bygningsfasaden.,Elverum
"Hva er maksimal tillatt utkraging for balkonger i områder for sentrumsformål og forretninger, ifølge retningslinjene gitt i dokumentet?","Balkonger for sikring av uteareal for boliger kan tillates utkraget 1,0 meter ut fra veggliv høyere enn 1. etasjenivå når det er forsvarlig utfra estetiske krav, brannsikring og andre viktige hensyn.",Elverum
Hva er hovedregelen for plassering av byggelinjen i henhold til kontekstinformasjonen?,Hovedregelen er at byggelinjen er sammenfallende med kommunedelplanens grense for byggeområdet. Eventuelle avvik vedr. byggelinje eller eventuell plassering av byggegrense fastlegges gjennom reguleringsplan.,Elverum
Hva er hensikten med å utligne høydeforskjeller mellom fortau og 1. etasjeplan innenfor byggeområdet?,Hensikten er å sikre tilgjengelighet for alle.,Elverum
Hva er den maksimale gesimshøyden tillatt i byggehøyden i kommunedelplanen?,Maksimalt 21 meter over gjennomsnittlig terreng/gatenivå.,Elverum
Hva skal det legges vekt på ved vurdering av byggehøyder og lokalisering innenfor planområdet ifølge konteksten?,"Det skal legges vekt på estetiske kvaliteter og hvordan tiltaket påvirker omgivelsene og nærliggende bebyggelse, inkludert solforhold, landskapsilhuett og lokalklimatiske forhold.",Elverum
Hva må dokumenteres ved utarbeidelse av reguleringsplan i forhold til bygningers høyde og volum?,"Bygningers høyde og volum må dokumenteres sammen med hvilke nye strukturerende og identitetsskapende element utbyggingen tilfører byen. Det skal utarbeides volumstudier, fotomontasjer o.l. som dokumenterer høyde på ny bebyggelse sett i relasjon til omgivelsene, landskapet, nabobebyggelse, gater og plasser, samt fjernvirkning og landskapsilhuett.",Elverum
Hvilke typer virksomheter kan tillates innenfor byggeområde B8 i tillegg til boliger?,"Innenfor byggeområde B8 kan det også tillates næringsvirksomhet som kontor, tjenesteyting og bevertning, forutsatt at det tas hensyn til bevaring av kulturmiljøet.",Elverum
Hvilke typer virksomheter er tillatt i områder for sentrumsformål ifølge konteksten?,"Forretninger, tjenesteyting, boligbebyggelse, kontor, hotell/overnatting og bevertning.",Elverum
Hvilke typer virksomheter kan nyttes i 2. etasje i området ifølge konteksten?,2. etasje kan nyttes til alle typer formål innenfor sentrumsformål.,Elverum
Hvilke typer virksomheter kan nyttes i 2. etasje i området beskrevet i konteksten?,Alle typer formål innenfor sentrumsformål kan nyttes i 2. etasje i området beskrevet i konteksten.,Elverum
Hva tillates ikke etablert i området i henhold til PBL § 11-9 nr. 5?,"Det tillates ikke etablert bensinstasjoner eller forretninger for motorkjøretøyer, landbruksmaskiner, trelast, andre større byggevarer og lignende.",Elverum
Hvilke typer bygninger tillates oppført i områdene i henhold til den gitte konteksten?,"Bygninger for forretning (detaljvarehandel), post, bank, apotek, herberger, bevertningssteder, kontorer for forsikring, lege, tannlege, fysioterapeut o.l. tillates oppført i områdene.",Elverum
Hva defineres som et kjøpesenter i henhold til den gitte kontekstinformasjonen?,"Et kjøpesenter defineres som detaljhandel i bygningsmessige enheter og bygningskomplekser som etableres, drives eller framstår som en enhet, samt utsalg som krever kunde- og medlemskort for å få adgang. Dagligvareforretninger og varehus som omsetter én eller flere varegrupper regnes også som kjøpesenter i denne sammenheng. Handelsvirksomhet lokalisert i flere enheter innenfor et område som for eksempel en handelspark regnes også som et kjøpesenter.",Elverum
Hvilke formål kan områdene i Leiret nyttes til ifølge planbestemmelsene?,"Områdene i Leiret kan nyttes til forretningsformål, kontor, bolig, tjenesteyting og forretningsmessig servicevirksomhet.",Elverum
Hvilke typer virksomheter kan nyttes i 1. etasje og underetasje som vender mot offentlig gate ifølge konteksten?,Ren publikumsrettet virksomhet.,Elverum
Hvilke typer bygninger tillates oppført i områdene i henhold til den gitte informasjonen?,"Bygninger for forretning (detaljvarehandel), post, bank, apotek, herberger, bevertningssteder, kontorer, bolig, annen forretningsmessig servicevirksomhet, kontorer for forsikring, lege, tannlege, fysioterapeut o.l.",Elverum
Hva skal områdene nevnt i teksten nyttes til ifølge planen?,"Områdene skal nyttes til bygninger for privat eller offentlig tjenesteyting, som kan være kirke, sykehus, skoler, institusjoner, kulturformidling og administrasjon.",Elverum
Hva sier planbestemmelsene for Leiret angående nye samferdselsanlegg og teknisk infrastruktur?,Planbestemmelsene for Leiret sier at nye samferdselsanlegg og teknisk infrastruktur krever videre oppfølging med detaljplaner eller eventuelt særlovsvedtak for gjennomføring av arealbruk og tiltak.,Elverum
Hva må reguleringsplanen vise for gater beliggende inntil byggeområder med plankrav?,"Reguleringsplanen skal vise fordeling av kjørefelt, parkering, rabatter for beplantning/snøopplag/- trafikkskilt/belysning og fortau eller separat gang-/sykkelveg.",Elverum
"Hva er formålet med å opparbeide alle byrom, torg og plasser bymessig ifølge konteksten?","Formålet er å gjøre områdene attraktive for ferdsel og opphold ved å legge vekt på kvalitet ved valg av belegning, belysning, beplantning og møblering.",Elverum
Hva kan tillates oppført i tilknytning til Rådhusplassen i Elverum ifølge konteksten?,"Mindre bygninger for midlertidig eller sesongvis salgs- og messeaktivitet, servering o.l. kan tillates oppført.",Elverum
Hva er formålet med gangkorridorer gjennom kvartalene ifølge dokumentet?,"Gangkorridorer gjennom kvartalene er ikke ment som fullverdige gang- og sykkelveger, men som åpninger gjennom kvartalene og muligheter for ""innsmett"". Det må vurderes nærmere ved detaljplanlegging om åpningene skal være åpne i full høyde eller om det er tilstrekkelig med muligheter for gjennomgang.",Elverum
Hva er formålet med Elvarheimparken og Triangelparken i Elverum?,Elvarheimparken og Triangelparken skal opparbeides som bypark.,Elverum
Hva sier planbestemmelsene for Leiret angående mindre tiltak i friområdene?,"Mindre tiltak som hører naturlig med til, og ikke hindrer bruken av friområdene, kan tillates oppført i henhold til planbestemmelsene for Leiret.",Elverum
Hva er avstandskravet for tiltak etter pbl § 20-1 langs Glomma med sidevassdrag?,Tiltak etter pbl § 20-1 kan ikke settes i verk nærmere vassdrag enn 100 meter langs Glomma med sidevassdrag.,Elverum
Hva kreves det av reguleringsplaner når det gjelder flomfare i henhold til den gitte konteksten?,"Flomfare skal vurderes i alle reguleringsplaner der dette er aktuelt, og nye tiltak skal oppføres og plasseres med nødvendig sikkerhet mot flom. Det kreves fagkyndig utredning av flomfare ved prosjektering av nye tiltak langs vassdrag.",Elverum
Hva er viktig å huske når det gjelder vurdering av flomfare i flomutsatte områder?,"Det er viktig å huske at vurdering av flomfare gjelder også i andre flomutsatte områder, uavhengig av om flomfaren er kartlagt på forhånd.",Elverum
Hva er hensikten med å vise ikkekartlagte sjøer og vassdrag med nedbørsfelt større enn 20 km2 i temakart for flomfare med hensynssone 320?,"Hensikten er å vise potensielle flomutsatte områder som ikke er kartlagt for 200 års-flom, men som likevel kan være utsatt for flomfare.",Elverum
Hva er formålet med sonen for båndlegging i Leiret i henhold til planbestemmelsene?,"Sonen for båndlegging omfatter gjenreisningsbebyggelse fra Riksantikvarens NB-register for kulturhistorisk bymiljø av nasjonal interesse, og skal sikre at kulturhistorisk verdifull bebyggelse bevares.",Elverum
Hva er formålet med sonen for båndlegging i henhold til konteksten?,"Formålet med sonen for båndlegging er å bevare kulturhistorisk verdifull bebyggelse, spesielt gjenreisningsbebyggelse fra Riksantikvarens NB-register for kulturhistorisk bymiljø av nasjonal interesse.",Elverum
Hva er hovedfokuset når det gjelder bygningsmessige tiltak i gjenreisningsarkitekturen ifølge konteksten?,Gjenreisningsarkitekturen skal utgjøre hovedtrekk i bymiljøet.,Elverum
Hva sier retningslinjene om oppføring av ny bebyggelse der eldre elementer er gått tapt?,"Retningslinjene sier at dersom eldre elementer er gått tapt, skal opprinnelig uttrykk og kvalitet med hensyn til utforming, materialbruk, farger og utførelse videreføres. Ny bebyggelse tillates bare ombygd eller utbedret under forutsetning av at eksteriøret beholdes uendret eller føres tilbake til dokumentert tidligere utseende.",Elverum
Hva sier retningslinjene om oppføring av ny bebyggelse der eldre elementer er gått tapt?,"Retningslinjene sier at dersom eldre elementer er gått tapt, skal opprinnelig uttrykk og kvalitet videreføres med hensyn til utforming, materialbruk, farger og utførelse. Ny bebyggelse tillates bare ombygd eller utbedret under forutsetning av at eksteriøret beholdes uendret eller føres tilbake til dokumentert tidligere utseende.",Elverum
Hva er kravene til plassering av bebyggelse i forhold til gater og plasser i Elverum?,"Bebyggelse skal følge byggelinje mot gate, og bygningsfasader langs gateløp og mot plasser skal innordne seg eksisterende bebyggelse i byggehøyde, bygningsvolum og fotavtrykk.",Elverum
"Hva er reglene angående etablering av nye eller utvidelse av balkonger mot gaten i Elverum, ifølge dokumentet?",Det er ikke tillatt å etablere nye eller å utvide balkonger mot gate i Elverum.,Elverum
Hva er reglene angående etablering av nye eller utvidelse av balkonger mot gaten i Elverum?,Det er ikke tillatt å etablere nye eller å utvide balkonger mot gate i Elverum.,Elverum
"Hva er reglene angående gjenreisningsbebyggelse fra perioden 1940 - 1959 i Elverum, ifølge konteksten?","Gjenreisningsbebyggelse fra perioden 1940 - 1959 tillates ikke revet, fjernet, påbygget eller tilbygget. Bygningenes eksteriør og bærende konstruksjoner skal bevares uendret eller føres tilbake til opprinnelig/eldre utførelse i tråd med dokumentasjon. Mindre endringer/tiltak kan unntaksvis tillates etter vurdering, dersom det ikke går på bekostning av byggets kulturminnefaglige og estetiske verdier.",Elverum
Hva er maksimal tillatt kotehøyde for påbygg/tilbygg på Storgata 12?,Maksimal tillatt kotehøyde for påbygg/tilbygg på Storgata 12 er 198.,Elverum
Hva er formålet med båndleggingen etter lov om kulturminner i Planbestemmelser Leiret?,"Formålet med båndleggingen er å beskytte fredet bebyggelse og anlegg samt hensynssonene H730 mot skade, ødeleggelse eller utilbørlig skjemming av kulturminnene.",Elverum
Hva er kravene for bevaring av eksisterende bebyggelse ifølge konteksten?,"Eksisterende bebyggelse skal bevares med hovedkonstruksjon, fasadeinndeling og detaljer, inkludert takform, taktekking, panel/kledning, pipe, trapper, vinduer, dører, belistning, utsmykning, skilt osv. Utskifting av originale elementer som ikke lar seg utbedre eller reparere skal erstattes med eksakte kopier både i form og materiale. Det stilles også krav til høy håndverksmessig kvalitet på alt som skal utføres på bebyggelse og anlegg.",Elverum
Hva er kravet som stilles til alt som skal utføres på bebyggelse og anlegg ifølge konteksten?,Det stilles krav til høy håndverksmessig kvalitet.,Elverum
Hva er formålet med Kystsoneplanen for Kvænangen kommune ifølge dokumentet?,Formålet med Kystsoneplanen for Kvænangen kommune er å være et styringsverktøy som skal gi forutsigbarhet og langsiktighet i arealbruken av kommunens sjøarealer.,Kvanangen
Hva er hovedmålet med planen som beskrives i dokumentet?,"Hovedmålet med planen er å sikre en balansert arealbruk mellom fiske, akvakultur, ferdsel, fritidsbruk og samtidig ivareta miljøinteresser.",Kvanangen
Hvilken reguleringsplan for Gåsnes er vist som S3 på plankartet i kystsone-planen for Kvænangen kommune?,"Reguleringsplan for Gåsnes Gnr. 28, bnr. 31.",Kvanangen
Hva er formålet med reguleringsplanene for Kjækan hyttefelt og Kjækan småbåthavn?,Formålet med reguleringsplanene er å regulere utbyggingen av hyttefelt og småbåthavn i området.,Kvanangen
Hvilke kulturminnemyndigheter må gi samtykke før endelig vedtak av reguleringsplan ifølge konteksten?,Kulturminnemyndighetene Troms fylkeskommune og Sametinget må gi samtykke før endelig vedtak av reguleringsplan.,Kvanangen
Hva er formålet med LNFR-områder i planområdet ifølge konteksten?,"Formålet med LNFR-områder i planområdet er å brukes og sikres for landbruksproduksjon, naturområder, områder for friluftsliv, samt spredt bolig-, fritids- og ervervsbebyggelse uten tilknytning til stedbunden næring.",Kvanangen
Hva er formålet med plankravet som er stilt for området i Nordbotten som inkluderer Naturområdet N3 i sjø samt LNFR-området?,Formålet med plankravet er å regulere bruken og vern av sjø og vassdrag i området.,Kvanangen
Hva er Kystverkets ansvar i forhold til farledene på sjøen og tilhørende installasjoner?,Kystverket har ansvaret for farledene på sjø og installasjonene som knyttes til disse.,Kvanangen
Hvilke områder er avsatt til akvakultur ifølge dokumentet?,"Områdene avsatt til akvakultur er A1 Karvika, A2 Rakkenes, A3 Nøkelhamn, A4 Fjellbukta, A5 Hjellberget, A6 Dingalneset, A7 Svartberget, A8 Havnebukt Ytre, A9 Hjelnes.",Kvanangen
Hvem er ansvarlig for å bære kostnadene for å omskjermes lykta i hvit lyktesektor for flytende deler av akvakulturanlegg?,Tiltakshaveren er ansvarlig for å bære kostnadene for å omskjermes lykta i hvit lyktesektor for flytende deler av akvakulturanlegg.,Kvanangen
Hvilke hensyn er tatt i betraktning når det gjelder områder avsatt til småbåthavn i dokumentet?,"Hensyn til potensiell fare tilknyttet rasfare, værforhold (herunder bølgepåvirkning, ising og drivis) er vurdert og tatt hensyn til.",Kvanangen
Hva er definisjonen av FFNF i konteksten som er gitt?,"Definisjonen av FFNF er kombinert formål for fiske, ferdsel, natur og friluftsliv.",Kvanangen
Hva er statusen til området Sørfjorden-Kvænangen ut til Sørstraumen i henhold til kontekstinformasjonen?,Området har status som nasjonal laksefjord.,Kvanangen
Hva må gjøres for å etablere en flytebrygge tilknyttet havnene på Spildra og i Badderen i henhold til planen?,Flytebryggenes plassering og utforming må godkjennes av lokal havnemyndighet etter Havne- og farvannsloven.,Kvanangen
Hva er betingelsene for akvakultur i områder avsatt til fiske/låssetting ifølge dokumentet?,Akvakultur er ikke tillatt i områder avsatt til fiske/låssetting ifølge dokumentet.,Kvanangen
Hvilke områder er avsatt til naturområder i sjø i henhold til den gitte informasjonen?,"N1 Burfjord, N2 Labukta/Alteidet, N3 Nordbotten, N4 Gardelvågen, N5 Navit, N6 Leira (ved Sørstraumen), N7 Segelvika.",Kvanangen
Hvilke områder er avsatt til friluftsområder i sjø i henhold til dokumentet?,"Områdene avsatt til friluftsområder i sjø er FRI 1 Klubben, FRI 2 Ologaneset, FRI 3 Burfjord, FRI 4 Isfjorden, FRI 5 Geitsteinen fiskeplass, FRI 6 Høgholman.",Kvanangen
Hvilken lovparagraf refereres det til når det nevnes at eksisterende infrastruktur og båtutsett innenfor FRI 3 kan vedlikeholdes og restaureres etter behov?,"Pbl. § 11-11, pkt. 3.",Kvanangen
Hvilken lov regulerer endret plassering av akvakulturanlegg innenfor forvaltningsområdet for farled?,Havne- og farvannsloven.,Kvanangen
"Hva er formålet med hensynssonene HR1, HR2, HR3 og HR4 nevnt i dokumentet?","Formålet med hensynssonene HR1, HR2, HR3 og HR4 er å sikre at det ikke gjennomføres tiltak eller utøves virksomhet som vil kunne være til hinder for reindriftas aktiviteter.",Kvanangen
Hvilken lov og paragraf refereres det til i dokumentet når det gjelder hensynssonene for reindrift?,"Det refereres til Plan- og bygningsloven (Pbl.) § 11-8, pkt c.",Kvanangen
Hva innebærer det å utøve særskilt hensyn til Forsvarets interesser innenfor faresonen nevnt i dokumentet?,Det innebærer at det må tas spesielle hensyn til Forsvarets interesser innenfor området som er definert som faresone.,Kvanangen
"Hva betyr det at det er en ""faresone - militært skytefelt"" i området beskrevet i teksten?",Innenfor området er det ikke lov til å gjennomføre tiltak eller utøve virksomhet som vil kunne være til hinder for Forsvarets skyteaktiviteter.,Kvanangen
Hvilke krav er det stilt til utarbeidelse av detaljreguleringsplan for området N3 og tilstøtende LNFR-område i Nordbotten?,"Det er stilt felles krav til utarbeidelse av detaljreguleringsplan for området N3 og tilstøtende LNFR-område i Nordbotten i henhold til Pbl. § 11-8, pkt. e.",Kvanangen
"Når ble reguleringsplanen for Brattåslia, GBNR 60/319 og 60/9 godkjent av Bystyret?",Reguleringsplanen ble godkjent av Bystyret den 13.06.19 i sak 49/19.,Porsgrunn
Hva er hensikten med reguleringsplanen som beskrives i dokumentet?,Hensikten med planarbeidet er å tilrettelegge for boligutvikling med tett boligbebyggelse med høy utnyttelsesgrad og gode bokvaliteter.,Porsgrunn
"Hva er formålet med hensynssonen ""Sikringssone Frisikt"" i dokumentet?","Formålet med hensynssonen ""Sikringssone Frisikt"" er å sikre god sikt og oversikt for trafikanter ved veikryss og avkjørsler.",Porsgrunn
Hva er noen av tiltakene som skal gjennomføres på eksisterende kvartalslekeplass ifølge konteksten?,"Noen av tiltakene som skal gjennomføres på eksisterende kvartalslekeplass er å utbedre fotballbanen til en femmerbane, gi nytt toppdekke med egnede grusfraksjoner, installere nye fotballmål og ballnett rundt banen, samt dokumentere tilfredsstillende bærelag for å unngå fremtidige setninger og vannansamlinger.",Porsgrunn
Hva er kravet til målestokken for utarbeidelse av utomhusplanen i dette tilfellet?,Utomhusplanen skal utarbeides i målestokk 1:500 eller bedre.,Porsgrunn
Hva skal inkluderes i den tekniske planen som må godkjennes av Kommunalteknikk før igangsettelsestillatelse kan gis?,"Den tekniske planen skal inkludere opparbeidelse av privat adkomstvei, forstøtningsmurer, vann- og avløpsledninger, strømforsyning, annen teknisk infrastruktur, belysning, plan for håndtering av overvann, evt. omlegging av private vann- og spillvannsledninger, vurderinger av geotekniske forhold, trafikksikkerhetshensyn, og sikring av hensynsone naturmiljø.",Porsgrunn
Hvilke retningslinjer skal støy følge i arealplanlegging ifølge Miljøverndepartementet?,"Støy skal følge anbefalingene i Miljøverndepartementet sine Retningslinjer for håndtering av støy i arealplanlegging, T-1442.",Porsgrunn
Hva er formålet med prinsippet om universell utforming i planlegging og utbygging av tiltak?,"Formålet med prinsippet om universell utforming er å sikre god tilgjengelighet for alle befolkningsgrupper, inkludert bevegelseshemmede, orienteringshemmede og miljøhemmede, slik at bygninger og anlegg kan brukes på like vilkår av så stor del av befolkningen som mulig.",Porsgrunn
Hva er retningslinjene for terrenginngrep i området ifølge dokumentet?,"Ved terrenginngrep skal overgangen til eksisterende terreng tilpasses på en god måte slik at området opparbeides med et helhetlig landskapsuttrykk. Skråninger skal ikke være brattere enn 1:2, og det er ikke tillatt med murer eller oppfylling i overgang mot naturområder.",Porsgrunn
Hva er formålet med å benytte forstøtningsmurer i uteområder i sammenheng med bebyggelsen?,"Forstøtningsmurer skal benyttes der det er nødvendig for å få funksjonelle uteområder, og de skal sikre en landskapsmessig helhet.",Porsgrunn
Hva er viktig å ta hensyn til ved utforming av terrenget for å håndtere overvann i henhold til informasjonen gitt?,"Terrenget må utformes slik at overvann føres på overflaten til overvannsgrøfter eller andre arealer tilrettelagt for avledning av overvann. Ved fastsetting av høyde på gulv i ny bebyggelse, må denne settes så høyt at det oppnås naturlig fall fram til nærmeste overvannstrasé.",Porsgrunn
Hva er kravet for å sikre rom for snøopplag i henhold til informasjonen gitt?,For å sikre rom for snøopplag kan det ikke føres opp gjerde eller plantes med vegetasjon nærmere regulert veg enn 1 m.,Porsgrunn
Hva er kravet angående miljøvennlige alternative energikilder/løsninger ved planlegging og søknad om tiltak i bygg ifølge konteksten?,"Ved planlegging og søknad om tiltak i bygg skal miljøvennlige alternative energikilder/løsninger utredes, og det skal redegjøres for vurderingene som er gjort for å oppnå redusert energibruk, klimagassutslipp og bruk av alternative, fornybare energikilder.",Porsgrunn
Hva er hovedfokus når det gjelder utforming av boligbebyggelsen i BKS-1-3?,"Hovedfokuset er å legge bebyggelsen inn i terrenget og tilpasse den til landskapet gjennom plassering, utnyttelsesgrad, volum og materialvalg. Bygningene og terrengmurene skal utformes på en måte som styrker opplevelsen av at de hører sammen.",Porsgrunn
Hva er kravene til bygningenes utforming i henhold til kontekstinformasjonen?,"Bygningenes utforming skal være funksjonell og gi en visuell helhet gjennom en tydelig oppdeling av de ulike boenhetene. Bebyggelsen skal ha en god arkitektonisk utforming i vår tids formspråk, med høy kvalitet ved materialvalg og utforming av murer. Takformen skal være enhetlig, og materialet skal være matt i overflate og farge. Takterrasse er ikke tillatt.",Porsgrunn
Hva er maksimal tillatt høyde på terreng ved byggets hovedetasje for området BKS 3?,"Maksimal høyde på terreng ved byggets hovedetasje for området BKS 3 er kote 74,0.",Porsgrunn
Hva er maksimalt tillatt høyde på mur for BKS 3 ifølge konteksten?,"Maksimalt tillatt høyde på mur for BKS 3 er kote 74,0.",Porsgrunn
Hva er maksimal gesimshøyde tillatt i planområdet i henhold til kontekstinformasjonen?,"Maksimal gesimshøyde er 7m fra nytt gjennomsnittlig terreng, men hvis terrenget tillater å bygge underetasje, vil maksimal gesimshøyde være 9m fra laveste punkt på eksisterende terreng innenfor boligomrisset.",Porsgrunn
Hva er den maksimale tillatte graden av utnytting (BYA) i planområdet?,35 %,Porsgrunn
Hva er hensikten med å skjerme lekeplassen med gjerde ifølge konteksten?,Hensikten med å skjerme lekeplassen med gjerde er å sikre trygge forhold for opphold og lek.,Porsgrunn
Hva kan anlegges innenfor område REA ifølge konteksten?,Renovasjonsanlegg.,Porsgrunn
Hva er formålet med å tilrettelegge for en offentlig tilgjengelig tursti i planområdet?,"Formålet er å sikre best mulig framkommelighet og tilgjengelighet for alle, samt å koble sammen turstien med eksisterende stinett nordøst for planområdet.",Porsgrunn
Hva er formålet med frisiktsonen i vegkryss og avkjørsler ifølge den gitte konteksten?,"Formålet med frisiktsonen er at det ikke skal forekomme sikthindringer høyere enn 0,5 m over tilstøtende vegers vegbanenivå.",Porsgrunn
Hva er formålet med hensynssonen H560 i området beskrevet i teksten?,"Formålet med hensynssonen H560 er å ivareta naturverdier i området, fungere som en buffer mot tilgrensende område med naturverdier og være naturtomt. Det skal bevares eksisterende vegetasjon, og det tillates ikke tiltak eller inngrep som kan påvirke tilgrensende truede naturverdier negativt. Fylling av hageavfall er heller ikke tillatt.",Porsgrunn
Når ble planen vedtatt i kommunestyret ifølge kontekstinformasjonen?,Planen ble vedtatt i kommunestyret den 24.06.2022.,Brandhaugen
Når ble planen vedtatt i kommunestyret?,Planen ble vedtatt i kommunestyret den 24.06.2022.,Brandhaugen
Når ble planen vedtatt i kommunestyret?,Planen ble vedtatt i kommunestyret den 24.06.2022.,Brandhaugen
Hva var datoen for 2. gangs behandling i utvalg for bygg og arealplansaker?,21.06.2022,Brandhaugen
Hva er formålet med den nye detaljreguleringsplanen for Brandhaugen hytteområde?,"Formålet med den nye detaljreguleringsplanen er å erstatte gjeldende detaljreguleringsplan for Brandhaugen hytteområde, plan-ID 5021_2011002.",Brandhaugen
Hva var hensikten med planen for området i Brandhaugen?,"Hensikten med planen var å legge til rette for 21 tomter med frittliggende fritidsbebyggelse, tilhørende anlegg, annet uteopphold, turdrag, vei, vann og avløp.",Brandhaugen
"Hva er fristen for å så til og beplante sår i terrenget som følge av byggetiltak, veier, ledninger m.v. i henhold til §2.1 i fellesbestemmelsene?",Fristen er innen 1 år etter at tiltaket er gjennomført.,Brandhaugen
Hva er det gjennomsnittlige støynivået som ikke skal overstige 60 dB i tidsrommet 07.00 - 19.00 i det regulerte området?,Det gjennomsnittlige støynivået som ikke skal overstige 60 dB i tidsrommet 07.00 - 19.00 i det regulerte området.,Brandhaugen
Hva kreves for all hogst av skog ifølge konteksten?,For all hogst av skog kreves forhåndsgodkjenning av kommunen.,Brandhaugen
Hva er formålet med bestemmelsen om utendørs belysning i dokumentet?,Formålet med bestemmelsen om utendørs belysning er å skjerme belysningen mot horisonten for å unngå lysforurensning. Belysning av utvendige fasader og frittstående utendørsbelysning tillates ikke.,Brandhaugen
Hva tillates oppført innenfor området i henhold til informasjonen gitt?,"Innenfor området tillates oppført 1 fritidsbolig pr. tomt, samt garasje og anneks/uthus med tilhørende anlegg.",Brandhaugen
Hva er maksimal gesimshøyde for bygninger med to motstående takflater i henhold til informasjonen gitt?,"Maksimal gesimshøyde for bygninger med to motstående takflater skal ikke overstige 6,0 meter over gjennomsnittlig, ferdig planert terreng.",Brandhaugen
Hva er den maksimale tillatte BYA prosentandelen for frittliggende fritidsbebyggelse i området?,Maks % - BYA = 30 %.,Brandhaugen
"Hva er kravet til antall parkeringsplasser som skal opparbeides på hver tomt, med unntak av tomter uten kjøreadkomst, i henhold til kontekstinformasjonen?","Det skal opparbeides minimum 1 parkeringsplass på hver tomt, med unntak av tomter uten kjøreadkomst.",Brandhaugen
Hvilke farger skal benyttes på fasader ifølge retningslinjene i dokumentet?,Middels til mørke jordfarger som harmonerer med omgivelsene.,Brandhaugen
Hva er de tillatte takmaterialene for bygninger i henhold til dokumentet?,Skifer eller torv er tillatte takmaterialer for bygninger i henhold til dokumentet.,Brandhaugen
Hva er den maksimale tillatte summen av bebygd og inngjerdet areal i forhold til tomtearealet ifølge retningslinjene i dokumentet?,Maksimalt tillatt sum av bebygd og inngjerdet areal er 40 % av tomtearealet.,Brandhaugen
Hva tillates innenfor arealformålet Annet uteoppholdsareal (AU1) i planområdet?,"Enkel tilrettelegging med eksempelvis bord, benker og grillplass mv.",Brandhaugen
Hva er formålet med den nye veien over Vardamsflata sammen med delen av Brandhaugvegen i Brandhaugan II hytteområde?,Formålet med den nye veien over Vardamsflata sammen med delen av Brandhaugvegen er å gi atkomst til eksisterende/ny bebyggelse i Brandhaugan II hytteområde.,Brandhaugen
Hvilket arealformål gir atkomst til den enkelte tomt og tillater oppføring av støttemurer ifølge dokumentet?,Arealformål annen veggrunn – tekniske anlegg.,Brandhaugen
Hva tillates innenfor landbruksområdet ifølge bestemmelsene i dokumentet?,"Innenfor landbruksområdet tillates bare oppført bygninger, anlegg og konstruksjoner som er ledd i opprettholdelse og videreføring av landbruksvirksomheten.",Brandhaugen
Hva er kravet til maksimal høyde på vegetasjon i hensynssonen sikringssone frisikt ifølge dokumentet?,"Maksimal høyde på vegetasjon i hensynssonen sikringssone frisikt må holdes nede til 0,5 meter ifølge dokumentet.",Brandhaugen
Hva er formålet med hensynssonen H570 i den vedtatte detaljreguleringsplanen for Brandhaugan II hytteområde?,"Formålet med hensynssonen H570 er bevaring av kulturminnet reismile, hvor ingen inngrep i terreng eller vegetasjon tillates.",Brandhaugen
Hva må gjøres før det kan gis midlertidig brukstillatelse eller ferdigattest på oppførte fritidsboliger på tomtene H2 - H17?,"Teknisk infrastruktur som gangveg/kjøreveg, vann- og avløp, må være opparbeidet.",Brandhaugen
Hva må være på plass før det kan gis brukstillatelse for fritidsbolig på H1 i planområdet?,Det må foreligge en godkjent løsning for utslipp av avløpsvann.,Brandhaugen
Hva er adressen til Siv. Agric. Ola Fjøsne?,"Dovrevegen 297, 7340 Oppdal.",Brandhaugen
Hva er formålet med reguleringen i det detaljreguleringsprosjektet som beskrives i dokumentet?,Formålet med reguleringen er å legge til rette for uttak av masser med tilhørende infrastruktur.,Saltdal
Hva reguleres området til i henhold til plan- og bygningslovens § 12-5 og § 12-6?,"Området reguleres til samferdselsanlegg og teknisk infrastruktur (kjøreveger) i henhold til § 12-5, og til landbruks-, natur- og friluftsformål (LNFR) i henhold til § 12-6.",Saltdal
Hva skal gjøres dersom det oppdages gjenstander eller andre spor som viser eldre aktivitet under anleggsarbeidet i området?,Arbeidet skal stanses omgående og beskjed gis til Sametinget og Nordland fylkeskommune.,Saltdal
Hva er tillatt i frisiktområdene i henhold til planen som er beskrevet?,"I frisiktområdene skal det ikke være sikthindrende vegetasjon, gjerder, murer eller andre synshindre med en høyde på over 0,5 meter eller tilstøtende vegers nivå. Enkeltstående trær, stolper eller lignende kan tillates.",Saltdal
Hva må gjennomføres før oppstart av et tiltak ifølge kontekstinformasjonen?,En geoteknisk vurdering må gjennomføres før oppstart av tiltaket.,Saltdal
Hva er formålet med dokumentet som er referert til i konteksten?,Dokumentet refererer til en reguleringsplan for Østre Toten kommune.,Ostre_toten
Hva anbefales det å bruke til hver hovedoverskrift når det gjelder undernummerering i malen?,"Det anbefales å bruke undernummerering ned til tre nivåer, deretter bokstavnummerering.",Ostre_toten
